№,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
637987,46.57873762114885,30.481242587213572,1.6325874556293378,1.0,1.0,0.0,0.0,0.0
421785,23.900510552633456,0.0501905563802453,4.2576546462632,1.0,0.0,0.0,1.0,1.0
182030,67.99374106040008,2.959361786234773,4.332363006669609,1.0,0.0,0.0,0.0,0.0
606746,6.546796004466051,1.908115474622676,0.4458297535036605,1.0,0.0,0.0,0.0,0.0
276465,20.641738470335905,0.3118250528804135,5.184441454211328,1.0,1.0,0.0,0.0,0.0
897893,6.717101305596338,3.788549747068432,6.0202817437546905,1.0,1.0,0.0,1.0,1.0
906295,3.904073814764452,0.0303130688963908,5.785367431282881,1.0,0.0,1.0,1.0,0.0
254584,178.30747252616732,7.056179383249011,4.989980345897746,1.0,1.0,0.0,1.0,1.0
777083,7.578352214229471,0.0581108458024985,1.5665218734877449,1.0,1.0,0.0,1.0,0.0
953619,0.3829475335847485,1.944020142520734,0.7382776658178235,0.0,0.0,0.0,1.0,0.0
229182,29.606787091991414,0.2435279195650552,1.9962889493335527,1.0,0.0,0.0,1.0,0.0
893225,30.51880552618864,0.4982665689986914,0.5598988830393992,1.0,0.0,0.0,1.0,0.0
984026,7.458759361068782,22.991851175865136,1.2882116521091411,1.0,1.0,0.0,0.0,0.0
476482,1.1109229208103646,16.555977950813894,3.417545909494695,0.0,1.0,0.0,0.0,0.0
780967,3.939619823268672,0.7783834032616683,0.8929296167531449,1.0,1.0,0.0,0.0,0.0
409979,8.75190536097779,0.3700041191129122,5.057293904592799,1.0,0.0,1.0,0.0,0.0
256602,4.097242402664624,2.7120276708073296,0.3511695596558992,1.0,1.0,1.0,1.0,0.0
690,35.12502308254576,0.3400103027928777,2.6030528958939243,1.0,0.0,0.0,0.0,0.0
971675,13.436211892697338,1.0865886111031466,0.887218148452083,1.0,0.0,0.0,1.0,0.0
630163,0.6516043987881003,0.1383333416301261,0.1696234038441986,0.0,0.0,0.0,1.0,0.0
637139,33.474373335336345,2.8483592397083,1.1841664747751317,1.0,1.0,0.0,0.0,0.0
336432,6.580906895002714,1.3042953526200105,2.3678369095122944,1.0,1.0,0.0,0.0,0.0
629212,63.39273942966727,0.4202262918045771,4.082319602309629,1.0,0.0,0.0,1.0,1.0
511350,112.02545723678966,0.3218576497213429,0.4253100288413557,1.0,0.0,0.0,1.0,1.0
551764,23.8807128686532,1.1637369071693249,1.0480181546667902,1.0,0.0,0.0,1.0,0.0
973370,1.0446865031474812,22.72538165985551,1.304209614966548,0.0,0.0,0.0,1.0,0.0
167729,13.698301285023597,0.8354976007598662,0.4690667677317188,1.0,0.0,0.0,1.0,0.0
37537,64.89885214609642,0.6833434449965675,0.5865912178071186,1.0,1.0,0.0,1.0,0.0
766369,4.587670510076778,0.958013117915392,0.57572134805118,1.0,0.0,0.0,1.0,0.0
380295,17.001198344077793,0.7585272791008256,0.7251360598365474,1.0,0.0,0.0,1.0,0.0
380564,13.772411058524108,0.4294991179789079,9.582305242313328,1.0,0.0,0.0,0.0,0.0
76774,10.388365084084096,0.0616466079065639,3.2130708799146883,1.0,0.0,0.0,0.0,0.0
895523,96.12629652950916,3.124016495991467,7.125217326215395,1.0,0.0,0.0,1.0,1.0
842802,3.925144554548489,0.705294256611367,0.2074930561442777,1.0,1.0,0.0,1.0,0.0
506165,3.096869071180792,0.9506054227248444,0.3371845430191388,1.0,0.0,0.0,0.0,0.0
665013,3.144778968545477,0.1313066857578694,1.506562059432498,1.0,1.0,0.0,0.0,0.0
221767,434.8130581157509,1.3137541953375762,3.1285090952563914,1.0,0.0,0.0,1.0,1.0
835330,13.787889179148486,4.964176050132874,1.150271955803031,1.0,0.0,0.0,1.0,0.0
148565,1.429247918136776,11.38260063875468,0.4047380804149452,0.0,1.0,0.0,1.0,0.0
244760,18.473410233782623,0.5065021500462882,0.5541533380756637,1.0,0.0,0.0,1.0,0.0
597609,3.2897730882612604,0.2510558420302267,0.7540956049305908,1.0,0.0,0.0,0.0,0.0
268066,3.7469247274983535,0.4727018815651844,1.5971123192778969,1.0,1.0,0.0,1.0,0.0
125037,9.413717062731177,0.2622175733520951,0.5461999708640385,1.0,1.0,0.0,0.0,0.0
311329,11.204748544435244,10.600856937968487,1.4905687957908234,1.0,0.0,0.0,0.0,0.0
376731,9.91601487472187,0.2188480696227465,1.2713714055578509,1.0,0.0,1.0,1.0,0.0
815600,39.633320239048025,25.77353850988617,3.143630698603872,1.0,0.0,0.0,1.0,0.0
792548,27.34636079909235,4.849850155582824,0.2198165277809715,1.0,1.0,0.0,0.0,0.0
940638,6.808592355574442,0.013251476394323,0.4899115847515604,1.0,1.0,0.0,1.0,0.0
189454,7.670617140873379,4.005267753866132,0.1739911824837624,1.0,0.0,0.0,1.0,0.0
469782,13.932749652736543,0.8823935925270481,5.4329283316498165,1.0,1.0,0.0,1.0,1.0
345051,1.2597161754724764,4.442515558407223,0.0648113578916796,0.0,1.0,0.0,1.0,0.0
929171,19.306236153262468,1.4882074420172062,0.8129227758718812,1.0,0.0,0.0,1.0,0.0
19924,86.16730932776656,0.044430213357302,1.3905691315893296,1.0,0.0,0.0,1.0,0.0
935169,4.976913995671572,0.4827753827097804,0.1859358100339976,1.0,1.0,0.0,1.0,0.0
645922,10.374196404770094,6.699515043365776,1.5145364018695986,1.0,0.0,0.0,1.0,0.0
312782,5.8876828889099455,11.291011911657083,3.5130671532788496,1.0,1.0,0.0,1.0,0.0
587859,11.713308549582178,0.031653918973126,8.945923935164194,1.0,1.0,0.0,1.0,1.0
588367,11.18773384858272,0.4993839049931322,1.282653587109438,1.0,1.0,0.0,1.0,0.0
148490,6.6878941032190005,5.00968373804345,0.440785127449999,1.0,0.0,0.0,0.0,0.0
875344,7.643772905284758,11.912324975019832,10.56903346133789,1.0,1.0,0.0,0.0,0.0
508919,0.700415130625778,3.044321471278324,0.4758040295909693,0.0,1.0,0.0,1.0,0.0
434420,5.667459402476479,0.1741622061586106,0.4178261971482159,1.0,0.0,0.0,1.0,0.0
146691,1.4385434854541184,32.16641696273826,0.5770755663414173,0.0,0.0,0.0,1.0,0.0
75951,0.8862910793905701,15.926716372809876,3.727131637904546,0.0,1.0,0.0,1.0,0.0
782482,21.00381649913317,2.590417175207258,0.075733785290003,1.0,0.0,0.0,0.0,0.0
167217,18.744561293838583,2.56314898224648,1.7727632016674184,1.0,1.0,0.0,1.0,0.0
774945,153.35085521119487,0.2400073288490378,2.6209309817480944,1.0,0.0,0.0,0.0,0.0
357206,8.032877835372894,0.0098603472931503,0.7016772487091106,1.0,0.0,1.0,1.0,0.0
210792,1.2436455302316682,0.776125054333013,0.4065745939437903,0.0,1.0,0.0,1.0,0.0
568029,49.28191809683523,2.214517974330651,0.846576217115523,1.0,0.0,0.0,1.0,0.0
760463,0.9426412085107876,0.0804202575177188,1.3803956994274102,0.0,0.0,0.0,1.0,0.0
613569,19.9390162358823,0.2246128204471574,0.3982644860467307,1.0,1.0,0.0,1.0,0.0
372472,11.01198515613442,0.3887535482905773,0.2832801907264189,1.0,1.0,0.0,1.0,0.0
183144,13.263622169788688,3.581603482483801,1.8373926436572487,1.0,1.0,0.0,1.0,0.0
725799,1.3105052927188554,0.2577134216760017,0.5311296652693263,0.0,0.0,0.0,1.0,0.0
806429,11.0819126116565,0.8916228095739135,1.8591985155596624,1.0,0.0,1.0,0.0,0.0
504588,0.6376293302576399,10.980558044480986,1.133320919486734,0.0,0.0,0.0,1.0,0.0
932430,4.7652971021069375,0.358065763455094,0.2338364090596753,1.0,0.0,0.0,1.0,0.0
491607,1.348032110756911,0.3737254919587193,0.8154379932190664,0.0,0.0,0.0,0.0,0.0
416066,5.723494688751523,0.0654877228830697,0.5790013489654499,1.0,1.0,0.0,1.0,0.0
394726,20.86154492610563,1.148274058367342,0.3879503174642633,1.0,1.0,0.0,1.0,0.0
807617,8.2308733453903,2.4015444217137043,1.650457485268834,1.0,1.0,0.0,1.0,0.0
18338,2.514784330994112,50.66055077386337,2.1395944479870708,1.0,1.0,0.0,0.0,0.0
344442,1.2909681342606694,4.636328550305756,2.4224066890693723,0.0,0.0,0.0,1.0,0.0
806518,426.39101408506025,0.252107925327697,0.55267005175372,1.0,0.0,0.0,1.0,1.0
330955,21.95522332633172,4.297015039657758,0.936288882229348,1.0,1.0,0.0,1.0,0.0
73833,0.869674990407385,0.3789566997103258,2.2445820478019853,0.0,0.0,0.0,0.0,0.0
587147,21.459278900305687,1.905810212292412,2.316008638403652,1.0,0.0,1.0,0.0,0.0
722578,46.710448871065765,0.7356182465513202,0.5801997311191773,1.0,1.0,0.0,1.0,0.0
140226,11.241266178667487,0.8506018860037788,0.1295382088583481,1.0,0.0,0.0,0.0,0.0
567089,6.523024185412248,0.0837651575217023,7.77652915841709,1.0,0.0,0.0,0.0,0.0
388632,25.438343571379093,0.2517520695853312,1.237124596512842,1.0,1.0,0.0,1.0,0.0
386761,18.32914676937972,0.3218492042263312,1.3335032325868317,1.0,0.0,0.0,1.0,0.0
806661,17.344832371943536,3.40310866625756,0.1229319522089003,1.0,0.0,0.0,1.0,0.0
463564,126.80745111982644,1.2895444965536254,1.0779843288942346,1.0,0.0,0.0,1.0,1.0
829049,15.668465383684543,2.3499791166448274,0.3436968291782674,1.0,1.0,1.0,1.0,0.0
501216,7.519449857841422,1.5884683291551112,1.2891199470234818,1.0,0.0,0.0,1.0,0.0
392786,7.597594861856464,0.0523270571978991,1.0054767585401387,1.0,0.0,1.0,1.0,0.0
468484,9.885035316266467,1.7692915454669011,4.420948731017136,1.0,0.0,0.0,1.0,1.0
920922,8.894157523904626,4.5351017199017125,2.0091649772237314,1.0,0.0,1.0,1.0,0.0
527765,1.0811701704382275,3.4551408906778494,0.938823075067197,0.0,1.0,0.0,1.0,0.0
879366,2.710744101139649,0.03954904159669,2.7688794119204894,1.0,0.0,0.0,1.0,0.0
111579,7.865073100485008,0.8558179162245245,0.3069758815578964,1.0,0.0,0.0,0.0,0.0
776850,12.572797822931246,12.568878604994108,0.7036155180563908,1.0,1.0,0.0,1.0,0.0
514182,3.059690559614538,0.0608541371204133,4.075466009691498,1.0,0.0,0.0,0.0,0.0
800626,73.8364360633251,0.4066468986253931,1.4145755766769283,1.0,0.0,0.0,1.0,0.0
769457,12.09037831791086,3.477280750032586,0.3325644269672538,1.0,1.0,0.0,0.0,0.0
168150,6.182799128946996,1.2829877648285153,2.081738947968536,1.0,1.0,0.0,0.0,0.0
764061,2.0272620571177797,1.7672127989965842,0.8057858597313073,1.0,0.0,0.0,1.0,0.0
982638,0.849442650275016,0.927367923964415,0.7256599105530424,0.0,1.0,0.0,0.0,0.0
919830,15.631643194136732,0.5553195801579582,0.3636429637277335,1.0,0.0,0.0,1.0,0.0
739220,12.017035923106912,2.0149419383443457,5.530408035884936,1.0,0.0,0.0,0.0,0.0
179832,20.596797234509232,1.5387391490575266,0.685159067224706,1.0,0.0,0.0,1.0,0.0
255296,14.880264885172275,0.4944145412306844,1.861954912965035,1.0,0.0,0.0,0.0,0.0
815612,1.60435248323653,0.7638145384314183,0.2664476067335355,0.0,1.0,0.0,1.0,0.0
819549,4.102965524807979,0.3527273429665396,9.619055591100864,1.0,0.0,0.0,0.0,0.0
118719,11.767615400791318,0.5026261363998109,3.401394382996558,1.0,0.0,0.0,1.0,0.0
760597,40.78428867967527,0.6169814595865043,0.1924673062057247,1.0,1.0,0.0,0.0,0.0
277647,126.662210637124,0.8383793373967462,1.6813656601827698,1.0,1.0,0.0,1.0,0.0
841963,25.69342541663535,1.9514037066889487,2.319045471767959,1.0,0.0,0.0,1.0,0.0
735118,7.862560993292601,0.6843103487318127,2.6915167102196307,1.0,0.0,0.0,1.0,0.0
5877,19.41895590149778,7.151526277463803,0.3878536382600454,1.0,1.0,0.0,1.0,0.0
740597,52.64395559751253,0.8790834122699941,7.591890468072338,1.0,0.0,0.0,1.0,1.0
515734,15.233469654569872,0.1527906830545816,5.48916021956276,1.0,1.0,0.0,1.0,1.0
699436,0.7511655152293291,30.962966707533337,8.22697414248962,0.0,0.0,0.0,0.0,1.0
959709,38.258473689814615,0.7823239868505462,0.4520986498760423,1.0,1.0,1.0,1.0,0.0
199064,1.6019899407338651,0.5407599680383343,0.252381582457659,0.0,0.0,0.0,0.0,0.0
672834,132.92708300967436,9.205057663055346,3.0764991765272427,1.0,0.0,0.0,1.0,1.0
924070,0.9228155643313252,3.3188697649670744,0.679888098817189,0.0,0.0,1.0,0.0,0.0
766016,26.44915273708625,25.885910176581344,1.7816676634158628,1.0,0.0,0.0,1.0,0.0
415173,1.108282443561995,4.798170529128033,0.2705925588045586,0.0,1.0,0.0,1.0,0.0
619996,1300.8964972380195,127.10809920424607,0.2978730370272385,1.0,0.0,0.0,1.0,1.0
102292,26.669588287947853,9.160829501421674,0.2894960327670368,1.0,0.0,1.0,1.0,0.0
997707,4.410140041420898,28.804127593773952,6.613045165350826,1.0,0.0,0.0,1.0,1.0
418947,53.09598189620724,11.865976478590149,0.8254881525329448,1.0,0.0,0.0,0.0,0.0
61259,1.1314660970380974,2.530166168255371,1.1435698903643443,0.0,0.0,0.0,1.0,0.0
735664,5.682517674396873,4.649456117071591,2.8735859553701677,1.0,1.0,0.0,1.0,0.0
413201,9.406019960625514,0.1512141221144509,2.8348652597610777,1.0,1.0,0.0,1.0,0.0
146666,17.028600862263442,4.903798137587297,0.4861799230824995,1.0,1.0,0.0,0.0,0.0
753350,189.6538982109749,0.5163327376883191,0.962227537878066,1.0,1.0,0.0,0.0,0.0
449174,19.722830075947662,2.633500233118001,0.7652778194524043,1.0,1.0,0.0,1.0,0.0
69899,4.9223143492710095,1.5725116024136727,1.1174011504194858,1.0,0.0,0.0,1.0,0.0
